0	0.0001	0.001	41.35240173339844	42.01863098144531	0.93984375	0.8328125	0.8328125	0.8453125	0.8609375
1	0.0001	0.001	41.12724685668945	41.78004837036133	0.943984375	0.836328125	0.8328125	0.8453125	0.8609375
2	0.0001	0.001	40.9120979309082	41.55721664428711	0.946875	0.83828125	0.8328125	0.8453125	0.8609375
3	0.0001	0.001	40.701698303222656	41.342063903808594	0.947265625	0.837109375	0.8328125	0.8453125	0.8609375
4	0.0001	0.001	40.49324035644531	41.13043975830078	0.947890625	0.837890625	0.8328125	0.8453125	0.8609375
5	0.0001	0.001	40.2865104675293	40.921417236328125	0.9484375	0.837109375	0.8328125	0.8453125	0.8609375
6	0.0001	0.001	40.08054733276367	40.713645935058594	0.948515625	0.83828125	0.8328125	0.8453125	0.8609375
7	0.0001	0.001	39.875732421875	40.50730514526367	0.948515625	0.839453125	0.8328125	0.8453125	0.8609375
8	0.0001	0.001	39.67164993286133	40.30177688598633	0.949140625	0.83984375	0.8328125	0.8453125	0.8609375
9	0.0001	0.001	39.468448638916016	40.09716796875	0.94921875	0.83984375	0.8328125	0.8453125	0.8609375
10	1e-05	0.001	39.26653289794922	39.89391326904297	0.949921875	0.839453125	0.8328125	0.8453125	0.8609375
11	1e-05	0.001	39.26634216308594	39.8936767578125	0.949921875	0.839453125	0.8328125	0.8453125	0.8609375
12	1e-05	0.001	39.266151428222656	39.8934326171875	0.949921875	0.839453125	0.8328125	0.8453125	0.8609375
13	1e-05	0.001	39.265960693359375	39.89319610595703	0.95	0.839453125	0.8328125	0.8453125	0.8609375
14	1e-05	0.001	39.26576614379883	39.8929557800293	0.949921875	0.839453125	0.8328125	0.8453125	0.8609375
15	1e-05	0.001	39.26557922363281	39.89271926879883	0.949921875	0.839453125	0.8328125	0.8453125	0.8609375
16	1e-05	0.001	39.265384674072266	39.892478942871094	0.949921875	0.839453125	0.8328125	0.8453125	0.8609375
17	1e-05	0.001	39.265201568603516	39.89224624633789	0.94984375	0.839453125	0.8328125	0.8453125	0.8609375
18	1e-05	0.001	39.2650032043457	39.892005920410156	0.950078125	0.839453125	0.8328125	0.8453125	0.8609375
19	1e-05	0.001	39.264808654785156	39.89176940917969	0.950078125	0.839453125	0.8328125	0.8453125	0.8609375
