0	0.001	0.001	41.35240173339844	42.01863098144531	0.93984375	0.8328125	0.8328125	0.8453125	0.8609375
1	0.001	0.001	39.24833297729492	39.87501907348633	0.950234375	0.837109375	0.8328125	0.8453125	0.8609375
2	0.001	0.001	37.280059814453125	37.89421844482422	0.953515625	0.84296875	0.8328125	0.8453125	0.8609375
3	0.001	0.001	35.41090774536133	36.011497497558594	0.956484375	0.844140625	0.8328125	0.8453125	0.8609375
4	0.001	0.001	33.637447357177734	34.2243537902832	0.95875	0.84609375	0.8328125	0.8453125	0.8609375
5	0.001	0.001	31.956493377685547	32.52909469604492	0.9609375	0.84453125	0.8328125	0.8453125	0.8609375
6	0.001	0.001	30.354524612426758	30.91461753845215	0.963203125	0.848046875	0.8328125	0.8453125	0.8609375
7	0.001	0.001	28.838773727416992	29.386577606201172	0.9646875	0.848046875	0.8328125	0.8453125	0.8609375
8	0.001	0.001	27.394102096557617	27.930408477783203	0.965703125	0.849609375	0.8328125	0.8453125	0.8609375
9	0.001	0.001	26.028799057006836	26.552968978881836	0.96625	0.84921875	0.8328125	0.8453125	0.8609375
10	0.0001	0.001	24.725971221923828	25.239038467407227	0.968203125	0.848828125	0.8328125	0.8453125	0.8609375
11	0.0001	0.001	24.5946102142334	25.10679817199707	0.96828125	0.849609375	0.8328125	0.8453125	0.8609375
12	0.0001	0.001	24.463951110839844	24.97520637512207	0.968515625	0.84921875	0.8328125	0.8453125	0.8609375
13	0.0001	0.001	24.33355712890625	24.843854904174805	0.968828125	0.848828125	0.8328125	0.8453125	0.8609375
14	0.0001	0.001	24.203815460205078	24.713144302368164	0.968984375	0.848828125	0.8328125	0.8453125	0.8609375
15	0.0001	0.001	24.074291229248047	24.582422256469727	0.96875	0.8484375	0.8328125	0.8453125	0.8609375
16	0.0001	0.001	23.94536590576172	24.452495574951172	0.968984375	0.848828125	0.8328125	0.8453125	0.8609375
17	0.0001	0.001	23.816791534423828	24.32291603088379	0.969140625	0.848828125	0.8328125	0.8453125	0.8609375
